Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Electricity_Availability,Internet_Accessibility,Peer_Influence,Community_Beliefs,Family_Support,Home_Study_Environment,Motivation_Level,Lecture_Quality,Physical_Health,Psychological_State
21,Female,4.19,61.6,5.2,6.0,5.2,1.83,No,Offline,Good,Good,No,0,Low,6.3,C,0.26,1,Positive,3.7,3.9,3.7,2.8,2.8,3.5,2.0
21,Male,2.89,79.1,4.0,6.0,4.4,1.49,No,Offline,Average,Excellent,No,0,Middle,6.8,D,0.42,1,Neutral,1.0,2.9,3.8,2.8,2.6,3.6,2.0
24,Female,5.79,69.6,7.3,7.3,1.7,1.8,No,Offline,Average,Good,Yes,2,Middle,3.0,A,0.66,0,Neutral,2.5,2.5,3.9,1.2,4.9,5.0,1.2
23,Male,4.77,76.6,6.6,1.0,4.2,2.04,No,Hybrid,Average,Excellent,Yes,1,Middle,3.0,A,0.85,2,Neutral,3.2,3.9,5.0,4.4,1.1,3.5,4.3
19,Male,5.93,91.8,6.9,7.6,3.6,1.8,No,Online,Average,Average,No,5,High,2.7,A,0.28,0,Positive,3.0,1.4,4.0,2.6,2.4,3.6,2.5
17,Female,6.08,93.3,7.1,2.5,4.4,1.5,No,Online,Average,Average,Yes,3,Low,3.6,A,0.59,1,Positive,1.4,3.7,3.4,1.2,2.0,2.6,2.6
21,Male,3.82,89.0,6.0,5.8,3.5,2.21,Yes,Online,Average,Good,Yes,1,High,1.7,A,0.59,1,Neutral,1.8,2.2,4.2,2.5,3.9,3.9,2.9
25,Male,4.41,82.0,6.0,5.6,5.6,1.8,No,Hybrid,Good,Good,Yes,0,Middle,4.9,A,0.41,2,Neutral,3.1,1.4,3.6,3.8,3.0,4.4,2.2
25,Male,4.73,85.5,7.1,6.6,4.2,1.87,No,Online,Average,Excellent,No,1,Middle,8.1,B,0.31,1,Neutral,1.6,2.4,3.3,2.0,1.5,3.6,2.3
27,Male,6.28,78.2,5.2,5.0,4.6,1.85,No,Online,Good,Good,Yes,3,Middle,2.9,A,0.28,0,Positive,3.8,3.6,4.1,2.0,2.2,3.4,3.1
25,Male,4.9,83.4,5.9,5.8,5.7,2.05,Yes,Offline,Average,Average,No,2,Low,1.6,A,0.8,2,Positive,2.7,2.8,3.8,1.7,2.6,3.6,1.7
22,Male,6.99,78.7,6.3,5.7,6.2,2.23,No,Offline,Average,Good,Yes,2,Middle,3.7,A,0.69,2,Positive,3.6,2.6,4.9,3.0,3.6,3.3,2.9
20,Female,3.91,66.7,7.5,8.1,3.7,1.58,Yes,Hybrid,Good,Good,Yes,0,Middle,5.8,B,0.65,0,Neutral,1.9,1.7,3.8,3.1,1.5,4.1,1.6
24,Female,4.97,96.4,8.7,2.9,2.0,1.66,No,Hybrid,Good,Average,No,1,Middle,4.9,A,0.56,2,Positive,1.6,2.9,5.0,3.7,4.8,5.0,3.3
23,Male,7.47,72.8,6.7,4.0,3.1,1.43,Yes,Online,Average,Good,Yes,2,Middle,6.2,A,0.6,1,Positive,4.0,4.6,3.8,2.0,3.3,4.3,2.2
21,Female,2.28,68.5,6.1,4.2,3.4,2.14,Yes,Online,Average,Excellent,No,0,Middle,6.8,C,0.26,2,Positive,2.9,3.5,3.5,2.2,3.6,3.6,2.9
18,Male,2.54,78.5,7.5,6.9,4.7,1.57,No,Offline,Average,Excellent,No,0,Low,4.1,D,0.79,2,Neutral,1.3,2.5,3.3,2.9,3.3,3.6,2.4
26,Male,6.3,94.2,5.4,5.0,5.1,1.26,No,Offline,Average,Good,No,3,Middle,2.1,A,0.59,1,Positive,2.2,2.0,4.1,2.4,3.8,4.7,1.9
20,Male,6.42,81.0,5.8,2.4,4.2,2.39,Yes,Online,Average,Average,No,1,High,4.3,A,0.76,1,Positive,3.2,1.5,5.0,3.4,1.0,2.0,1.1
20,Female,6.86,72.1,6.5,1.6,1.8,1.43,No,Offline,Average,Poor,Yes,3,Middle,3.1,A,0.84,0,Positive,1.5,2.3,4.2,2.6,4.5,5.0,2.3
22,Male,6.6,76.9,6.9,3.5,1.3,1.27,No,Hybrid,Poor,Good,No,3,Middle,6.2,A,0.41,1,Positive,1.0,2.7,4.3,3.5,4.3,5.0,2.6
22,Female,6.96,97.3,6.8,1.0,2.4,2.03,No,Offline,Poor,Good,No,1,Low,2.2,A,0.49,2,Positive,1.5,2.6,3.2,4.2,3.5,3.7,4.1
19,Female,4.02,66.4,4.8,4.7,2.5,1.69,Yes,Hybrid,Average,Average,Yes,0,Low,7.0,C,0.29,1,Positive,3.8,1.6,1.0,4.3,4.9,3.4,1.6
24,Female,5.01,69.3,7.2,4.7,3.1,2.02,Yes,Hybrid,Average,Average,Yes,4,Middle,2.4,A,0.6,0,Negative,1.3,2.7,5.0,3.2,2.0,5.0,2.5
19,Female,6.05,62.6,7.4,5.1,5.8,2.12,Yes,Online,Average,Excellent,Yes,1,Middle,3.9,A,0.48,1,Negative,4.0,1.6,4.1,3.5,2.1,4.9,3.3
18,Female,2.65,82.6,6.1,7.9,5.6,2.03,No,Hybrid,Average,Excellent,Yes,1,High,4.5,C,0.42,1,Neutral,3.3,2.6,5.0,2.4,2.9,2.9,1.9
20,Male,2.54,75.6,8.6,3.5,3.5,1.83,No,Offline,Average,Good,No,4,Middle,4.5,A,0.35,0,Neutral,2.3,3.6,3.6,2.5,2.3,4.4,2.9
23,Male,3.84,83.6,6.3,4.4,3.3,1.65,No,Online,Good,Average,Yes,3,Low,6.1,B,0.34,2,Neutral,4.2,4.2,3.0,3.1,3.1,3.7,4.2
27,Female,6.87,84.7,7.0,6.3,5.0,1.67,Yes,Hybrid,Poor,Average,No,2,Middle,5.1,B,0.71,0,Positive,1.6,1.7,3.9,4.6,4.1,3.7,2.5
24,Female,6.43,76.3,6.9,3.4,3.2,2.29,Yes,Online,Average,Average,Yes,3,Middle,7.0,A,0.28,2,Positive,2.4,2.5,4.1,3.3,3.3,3.7,3.4
26,Male,2.49,88.0,7.3,4.0,4.0,1.27,Yes,Offline,Good,Good,Yes,1,Middle,3.9,B,0.81,0,Positive,2.9,2.0,3.9,1.9,3.3,5.0,3.2
18,Male,3.89,79.4,5.8,4.6,4.8,1.92,No,Offline,Average,Average,Yes,3,High,4.8,B,0.28,0,Positive,2.5,3.6,3.3,3.4,1.9,4.6,2.3
17,Male,3.91,78.9,7.1,5.9,2.4,0.94,No,Hybrid,Average,Excellent,Yes,0,Low,6.9,C,0.08,2,Negative,3.0,1.9,2.2,1.8,2.9,4.9,2.8
21,Male,5.11,88.5,6.0,9.2,4.3,1.58,Yes,Offline,Good,Excellent,No,1,High,3.9,C,0.56,2,Positive,3.6,1.7,4.1,3.2,2.9,3.5,1.2
19,Male,5.34,83.5,5.8,5.2,4.1,1.46,No,Hybrid,Good,Average,No,0,Middle,3.9,A,0.71,2,Neutral,2.4,2.7,4.8,2.1,2.7,4.0,3.9
24,Female,4.97,61.6,8.4,4.2,3.2,1.65,No,Offline,Average,Good,Yes,2,Middle,5.8,B,0.23,1,Positive,4.5,2.0,3.7,4.6,4.1,3.3,2.8
22,Female,3.2,54.1,5.3,4.7,2.0,1.96,No,Online,Good,Good,No,2,High,5.5,A,0.88,2,Positive,2.1,3.8,4.6,3.0,3.4,3.3,3.5
28,Female,7.06,92.0,6.5,5.1,5.2,1.73,Yes,Hybrid,Good,Excellent,No,3,High,5.7,A,0.44,2,Positive,2.7,1.7,3.8,3.0,2.0,5.0,2.3
19,Female,6.95,73.8,5.0,2.7,3.8,1.79,No,Online,Average,Excellent,No,3,Low,2.9,A,0.12,1,Neutral,3.4,3.2,2.0,4.2,3.0,3.8,2.3
21,Female,2.96,73.1,6.1,7.5,3.5,1.63,No,Hybrid,Average,Poor,No,1,Middle,5.2,B,0.75,0,Positive,2.8,1.6,4.4,2.8,3.9,3.9,1.4
21,Male,4.64,84.4,5.9,6.5,5.4,1.51,No,Offline,Average,Average,No,1,Middle,2.5,B,0.22,1,Positive,1.6,2.1,2.8,3.2,3.3,5.0,2.8
19,Male,7.0,91.9,8.7,7.0,4.8,1.51,Yes,Online,Good,Good,No,2,Middle,3.0,A,0.61,0,Neutral,3.0,2.5,4.0,3.1,3.3,5.0,1.8
22,Female,5.63,76.9,6.1,4.2,3.9,1.77,No,Online,Average,Good,Yes,1,Middle,3.9,A,0.28,0,Positive,2.0,2.1,4.5,3.1,2.2,4.9,3.5
20,Female,5.86,88.0,5.4,5.4,3.9,2.01,No,Offline,Poor,Average,Yes,2,Middle,6.0,A,0.89,1,Positive,4.7,1.0,4.0,4.3,3.9,3.6,1.3
20,Male,4.12,66.8,4.2,5.2,1.6,1.44,No,Hybrid,Poor,Good,No,2,Low,7.1,C,0.6,1,Neutral,4.4,3.6,2.7,2.7,1.8,3.4,2.4
20,Non-Binary,7.68,63.4,6.7,3.9,5.7,1.87,No,Offline,Average,Good,No,1,Middle,4.0,A,0.23,2,Positive,3.1,1.4,3.9,3.4,2.9,4.2,1.6
17,Male,2.9,57.2,6.5,6.4,5.2,2.24,No,Offline,Good,Average,No,1,Low,5.9,B,0.44,0,Neutral,2.7,2.1,3.8,2.9,3.2,4.2,2.0
21,Male,6.72,84.3,7.1,3.5,1.7,1.74,No,Offline,Average,Excellent,No,1,Middle,5.0,A,0.78,1,Positive,4.1,3.0,3.2,3.8,3.6,3.8,4.7
20,Male,8.34,74.6,6.2,8.5,4.1,1.93,No,Offline,Average,Poor,Yes,5,Middle,4.9,A,0.39,0,Positive,4.2,2.2,2.8,2.2,3.0,2.4,2.0
17,Male,3.54,79.1,6.2,6.5,2.9,1.91,No,Online,Average,Good,No,2,Middle,4.0,B,0.47,2,Neutral,3.5,2.6,4.0,3.9,2.9,4.2,2.3
19,Female,7.53,91.5,6.0,5.7,5.0,1.76,Yes,Offline,Poor,Good,No,3,Middle,2.5,A,0.96,2,Neutral,4.4,2.5,5.0,2.3,1.6,5.0,3.2
19,Female,6.57,64.0,4.3,9.0,4.5,1.65,No,Hybrid,Poor,Average,No,2,Low,5.2,C,0.31,1,Neutral,3.4,2.3,3.8,1.7,2.7,3.0,2.3
20,Male,3.76,100.0,9.2,2.3,3.1,2.22,Yes,Offline,Poor,Good,No,3,High,3.0,A,0.47,2,Positive,3.1,3.5,3.5,4.7,3.9,4.3,3.7
18,Female,5.28,80.4,6.6,4.0,6.0,1.75,No,Offline,Average,Good,Yes,2,Middle,5.3,B,0.41,2,Positive,3.3,4.0,4.9,3.2,3.6,4.4,3.6
21,Female,7.68,58.6,7.2,7.7,3.2,1.81,No,Hybrid,Average,Excellent,Yes,2,Middle,6.3,A,0.85,2,Positive,2.4,1.9,3.7,3.3,2.9,5.0,1.9
23,Female,4.14,91.1,7.7,2.5,2.2,2.14,No,Online,Average,Average,No,1,High,4.2,A,0.38,0,Neutral,3.8,4.1,4.9,2.9,3.8,5.0,3.1
22,Female,4.14,99.9,8.7,7.4,3.3,1.79,No,Hybrid,Average,Good,Yes,3,High,1.0,A,0.5,1,Neutral,2.8,2.2,5.0,2.3,3.5,4.3,2.6
24,Male,1.42,78.7,6.8,6.5,0.7,1.59,Yes,Offline,Poor,Good,No,0,Low,6.5,Fail,0.69,2,Neutral,3.3,3.0,4.3,3.1,5.0,3.1,1.7
20,Female,1.82,72.7,3.7,8.7,1.9,2.01,No,Offline,Average,Good,Yes,1,Middle,6.6,D,0.43,2,Neutral,2.7,2.4,3.0,2.5,2.6,4.7,1.0
21,Male,4.25,91.1,8.5,7.1,4.4,1.93,No,Offline,Good,Excellent,Yes,2,Middle,2.3,B,0.89,2,Positive,3.4,1.7,5.0,3.1,2.8,5.0,2.0
24,Female,4.73,89.1,6.5,4.9,1.1,1.81,Yes,Offline,Average,Poor,No,3,Low,3.7,A,0.32,0,Positive,3.2,1.6,4.9,2.1,2.5,4.2,3.7
20,Male,6.11,57.2,5.8,7.7,7.2,1.57,Yes,Online,Poor,Average,No,1,Low,7.2,D,0.41,1,Neutral,4.0,2.7,4.4,2.7,3.1,3.9,2.2
23,Female,6.65,78.5,7.8,2.9,2.7,1.54,Yes,Online,Poor,Good,No,0,Middle,5.9,A,0.74,1,Positive,2.4,2.1,3.1,4.2,2.3,5.0,2.4
20,Female,8.72,81.9,5.0,4.5,5.4,2.13,No,Offline,Average,Average,Yes,2,Middle,6.1,A,0.82,2,Positive,2.4,2.0,3.0,2.2,3.1,3.4,2.5
20,Male,6.33,64.4,6.7,7.3,2.3,2.03,No,Offline,Poor,Excellent,No,0,High,3.0,B,0.72,2,Neutral,3.7,2.1,4.7,2.3,3.7,4.2,3.1
23,Male,10.56,76.6,6.8,5.2,5.7,1.92,No,Offline,Average,Good,No,2,Low,3.7,A,0.47,0,Neutral,4.7,3.6,2.3,4.6,4.6,3.0,3.4
18,Female,6.45,69.8,7.7,1.0,0.6,2.16,No,Hybrid,Average,Good,No,2,High,3.9,A,0.58,2,Positive,2.7,4.4,4.3,3.0,3.5,4.4,2.5
20,Female,7.58,78.7,6.2,7.6,5.2,1.71,No,Offline,Average,Excellent,No,3,High,3.1,A,0.77,2,Neutral,3.6,1.2,4.3,2.6,4.7,4.2,4.0
19,Male,3.47,89.6,5.5,4.6,5.9,1.87,No,Offline,Average,Good,No,2,Middle,5.0,B,0.84,2,Positive,2.1,1.0,3.4,3.7,2.3,3.4,1.0
20,Female,5.88,94.4,5.7,5.9,5.0,1.68,No,Hybrid,Good,Good,Yes,1,Middle,4.0,A,0.52,0,Positive,2.5,2.5,4.5,3.5,4.3,3.6,3.5
19,Male,6.85,78.0,7.1,8.6,4.4,1.8,No,Hybrid,Poor,Poor,Yes,3,Middle,5.5,B,0.16,1,Neutral,3.0,1.7,2.5,3.4,2.9,3.5,2.3
21,Male,6.84,79.1,5.5,5.7,5.9,1.63,No,Offline,Average,Average,No,2,Middle,6.1,A,0.26,0,Positive,3.3,4.0,4.1,3.7,1.0,2.9,3.5
24,Male,4.17,71.3,7.1,7.7,4.9,2.27,Yes,Offline,Poor,Average,No,0,Middle,5.8,C,0.74,2,Negative,3.2,2.9,3.9,2.9,1.0,2.9,1.9
24,Male,4.94,76.9,8.4,5.6,6.4,1.67,No,Offline,Poor,Good,No,2,Middle,4.4,B,0.61,2,Neutral,2.8,2.0,3.9,3.0,3.1,4.6,2.4
20,Female,2.62,96.1,6.7,2.2,4.7,2.13,Yes,Hybrid,Good,Good,Yes,4,High,2.2,A,0.46,1,Neutral,1.5,2.1,3.9,2.1,1.5,5.0,2.5
28,Non-Binary,5.66,79.0,6.2,7.1,6.4,1.8,No,Offline,Average,Average,No,2,Low,7.8,B,0.33,1,Positive,1.7,2.8,3.1,2.6,3.0,4.8,1.0
22,Male,3.01,66.3,5.4,5.8,3.1,1.93,No,Offline,Good,Good,Yes,2,Middle,6.1,B,0.89,0,Negative,4.3,2.1,5.0,2.4,3.2,5.0,2.2
20,Female,6.87,73.3,8.8,7.3,3.2,1.48,Yes,Offline,Average,Average,No,5,High,4.3,A,0.82,0,Positive,2.6,1.7,2.5,1.8,3.1,5.0,2.6
24,Male,5.5,77.8,10.0,4.6,4.4,1.8,No,Offline,Average,Excellent,Yes,2,Middle,3.4,A,0.65,1,Neutral,3.0,3.0,5.0,2.8,2.4,4.6,3.1
23,Female,6.38,84.6,8.1,4.1,3.3,1.51,Yes,Hybrid,Average,Poor,No,1,Low,6.4,A,0.71,0,Positive,3.2,2.0,1.8,3.2,5.0,5.0,1.7
23,Male,6.15,69.5,9.4,6.8,4.5,2.01,Yes,Online,Good,Excellent,Yes,2,Middle,3.3,A,0.65,2,Positive,5.0,2.7,4.9,4.1,3.3,4.7,2.4
18,Female,5.88,89.8,5.8,1.0,3.5,2.03,Yes,Hybrid,Average,Good,No,4,Middle,1.3,A,0.46,0,Neutral,2.7,3.7,3.6,2.4,3.7,5.0,3.4
21,Female,6.58,84.3,6.9,9.4,1.6,2.1,Yes,Hybrid,Average,Good,Yes,1,Middle,4.0,A,0.66,2,Neutral,4.0,1.0,4.4,2.8,3.9,4.9,1.0
25,Male,5.16,75.5,6.1,2.6,3.5,1.83,Yes,Offline,Poor,Average,No,4,Low,2.1,A,0.53,2,Negative,2.0,3.4,3.3,3.8,1.5,5.0,4.4
21,Female,1.93,83.6,8.6,6.4,4.5,1.91,No,Offline,Poor,Excellent,No,0,Low,5.0,B,0.82,2,Positive,2.5,2.5,3.7,2.9,3.8,3.5,2.7
23,Male,7.45,95.0,5.0,6.2,3.2,1.76,Yes,Hybrid,Good,Average,No,2,High,6.2,A,0.79,1,Positive,3.5,1.0,4.4,4.2,3.8,4.1,2.7
22,Male,3.62,69.8,7.7,6.3,2.8,1.66,Yes,Hybrid,Average,Good,Yes,1,Low,3.0,C,0.69,2,Neutral,3.6,2.7,3.8,1.7,2.5,4.7,3.4
24,Male,6.78,77.4,5.3,9.8,4.9,2.08,Yes,Hybrid,Poor,Excellent,Yes,1,High,3.0,B,0.58,1,Positive,3.4,1.5,3.4,2.3,3.5,4.8,2.0
19,Male,6.06,85.6,6.4,4.1,2.7,1.75,Yes,Online,Good,Excellent,No,2,Middle,5.0,A,0.64,2,Positive,3.0,2.6,2.7,3.9,3.5,3.8,5.0
21,Male,5.75,80.8,7.2,7.2,7.2,1.99,Yes,Offline,Good,Good,Yes,3,High,3.2,A,0.77,2,Positive,2.9,2.9,1.9,2.6,3.8,5.0,3.1
18,Male,5.33,69.1,6.7,5.8,6.1,2.29,Yes,Offline,Good,Excellent,Yes,3,Low,4.8,A,0.69,2,Neutral,4.3,2.3,3.6,3.1,4.3,5.0,3.1
23,Male,5.56,75.6,7.0,6.0,6.1,1.31,No,Offline,Good,Good,No,0,High,5.4,B,0.84,2,Positive,4.5,3.9,5.0,3.9,3.6,4.3,1.9
23,Male,5.41,92.2,7.3,7.9,4.9,1.44,No,Online,Average,Average,No,2,Low,5.6,A,0.68,1,Neutral,2.9,1.0,2.1,3.5,2.3,2.8,3.2
17,Female,5.06,81.6,8.3,4.6,6.0,1.81,Yes,Online,Average,Good,Yes,1,Low,4.4,C,0.51,0,Positive,3.0,2.9,4.9,3.6,2.5,5.0,3.1
22,Female,4.79,75.1,6.6,4.0,1.9,1.76,No,Offline,Average,Average,Yes,2,Low,1.0,A,0.5,0,Positive,2.7,2.2,3.6,4.2,2.9,4.2,3.1
20,Male,5.59,74.5,7.6,3.7,3.9,2.23,No,Offline,Average,Average,No,2,Low,4.7,A,0.6,1,Positive,2.5,2.4,3.5,2.8,2.3,3.8,2.7
18,Male,6.17,72.4,6.6,4.7,4.7,1.59,Yes,Offline,Average,Good,No,0,Middle,2.3,B,0.69,1,Neutral,3.8,2.0,4.6,3.1,2.0,3.8,2.9
20,Male,4.2,70.0,8.9,2.2,3.7,1.75,No,Hybrid,Average,Good,Yes,4,High,5.3,A,0.41,1,Positive,2.8,3.7,3.6,3.4,3.0,4.9,4.4
18,Female,5.48,93.7,6.8,2.1,5.4,1.45,Yes,Offline,Average,Poor,Yes,3,Middle,3.7,A,0.56,0,Neutral,3.2,2.1,3.2,2.9,1.5,4.4,4.4
20,Female,2.46,77.1,6.8,5.5,4.3,1.98,No,Offline,Poor,Excellent,No,1,Middle,5.3,C,0.2,2,Neutral,3.4,3.9,2.0,3.6,2.4,3.7,2.3
20,Male,3.46,90.0,6.9,6.2,2.1,1.51,No,Hybrid,Average,Average,Yes,1,High,6.2,B,0.71,0,Negative,1.0,3.2,4.2,3.1,3.2,4.8,3.2
23,Male,1.72,78.4,7.5,5.1,3.4,1.27,No,Online,Average,Excellent,No,0,High,3.2,C,0.51,2,Neutral,2.4,2.2,3.8,2.9,4.0,4.2,3.6
24,Male,4.5,85.4,8.2,4.6,7.1,1.77,No,Online,Good,Excellent,No,0,Low,3.5,A,0.31,2,Positive,3.1,2.5,2.9,2.0,2.9,3.5,3.9
22,Male,5.73,82.1,7.5,2.7,3.5,1.86,No,Offline,Poor,Excellent,No,3,Low,4.4,A,0.46,2,Neutral,3.7,3.8,4.2,2.6,1.7,4.7,4.1
17,Female,6.34,88.6,7.1,5.5,5.2,2.2,No,Offline,Poor,Excellent,No,3,Low,3.9,A,0.18,1,Neutral,4.5,2.8,2.7,2.4,2.9,3.4,3.2
26,Female,2.44,96.7,5.9,5.1,5.4,1.4,Yes,Offline,Average,Average,Yes,1,Middle,4.7,C,0.26,1,Neutral,3.0,3.8,4.2,1.0,2.4,3.9,2.3
23,Male,6.56,81.2,7.0,8.3,3.0,1.73,No,Offline,Good,Good,Yes,2,Middle,3.0,A,0.42,0,Neutral,1.5,2.1,2.4,2.9,3.0,4.1,1.3
17,Female,3.05,66.1,8.9,6.4,5.9,1.8,No,Offline,Poor,Average,No,1,Middle,7.9,C,0.33,2,Negative,3.5,3.3,4.4,1.0,3.9,4.3,1.7
24,Male,4.23,86.0,7.1,3.3,3.6,2.06,Yes,Hybrid,Average,Average,No,1,Middle,5.6,A,0.65,0,Positive,2.9,3.6,5.0,3.0,2.9,3.6,3.5
19,Male,4.05,98.3,8.6,3.0,5.6,1.65,No,Online,Good,Good,Yes,1,Middle,3.3,A,0.17,0,Positive,5.0,3.6,3.4,4.3,3.2,4.8,3.4
21,Female,8.0,86.2,6.4,4.9,3.4,1.49,No,Hybrid,Average,Poor,Yes,2,Middle,5.6,A,0.52,0,Positive,4.2,2.6,3.8,3.8,3.8,5.0,2.0
21,Female,5.34,78.6,8.2,7.4,5.3,2.39,No,Online,Average,Excellent,Yes,3,Middle,5.2,A,0.25,1,Positive,1.7,2.8,4.1,2.2,3.9,5.0,3.2
20,Male,8.99,81.7,9.0,2.7,4.8,2.02,No,Offline,Average,Excellent,Yes,3,Low,4.6,A,0.84,1,Neutral,2.3,2.7,4.3,4.0,2.4,3.9,3.2
25,Male,6.88,62.5,7.0,6.6,3.6,1.96,Yes,Online,Good,Average,No,2,Middle,4.7,A,0.35,0,Neutral,4.5,1.9,3.1,3.9,3.5,5.0,1.7
20,Female,4.53,71.5,5.5,2.2,4.4,1.43,Yes,Offline,Good,Good,No,1,Middle,2.3,A,0.5,0,Positive,3.1,3.3,3.8,3.6,2.9,5.0,2.9
17,Female,5.78,85.4,7.1,1.5,6.3,1.9,Yes,Online,Poor,Good,Yes,2,High,6.9,B,0.85,1,Neutral,3.6,3.8,5.0,3.0,2.6,4.1,3.2
26,Male,7.59,94.9,6.8,4.2,5.2,2.14,No,Offline,Good,Excellent,Yes,4,High,5.7,A,0.26,2,Positive,2.7,2.9,3.2,3.7,1.0,4.3,3.2
26,Male,3.37,97.7,4.8,2.9,3.5,2.16,Yes,Hybrid,Average,Good,Yes,1,High,3.8,A,0.77,0,Positive,4.8,2.0,4.8,3.1,4.4,3.0,3.6
23,Male,4.1,78.4,6.6,2.0,2.8,1.76,Yes,Online,Average,Average,Yes,3,Low,4.4,A,0.85,0,Positive,3.1,3.0,4.3,2.4,5.0,5.0,2.4
21,Female,4.95,74.5,6.2,6.1,3.4,1.52,No,Online,Good,Good,Yes,3,Low,4.6,B,0.47,1,Positive,3.8,2.8,3.4,3.7,2.3,5.0,2.2
18,Female,4.41,71.0,8.5,1.0,5.3,2.12,No,Online,Average,Good,Yes,2,High,2.5,A,0.36,2,Positive,1.6,4.6,4.9,1.5,3.5,4.4,4.8
24,Male,4.53,70.6,6.8,4.1,4.0,1.68,Yes,Offline,Good,Excellent,Yes,1,High,5.0,A,0.31,2,Negative,1.8,3.6,5.0,3.2,2.6,4.2,2.9
17,Female,8.25,73.6,8.4,5.8,4.4,1.71,No,Hybrid,Average,Average,No,2,High,3.1,A,0.76,2,Neutral,5.0,3.5,5.0,3.3,3.8,3.9,2.9
17,Female,5.31,67.0,6.5,7.2,2.7,1.32,Yes,Offline,Poor,Poor,No,1,Middle,6.6,D,0.49,0,Neutral,1.8,1.0,4.5,2.2,3.1,2.1,1.5
21,Male,4.42,91.7,7.2,4.5,6.4,2.06,No,Offline,Average,Excellent,Yes,2,Middle,4.8,B,0.11,1,Positive,3.6,4.3,4.5,2.3,4.5,3.5,2.8
18,Male,4.28,61.2,4.3,2.7,2.4,2.08,Yes,Online,Average,Excellent,No,3,High,6.2,C,0.66,2,Neutral,3.9,3.5,3.3,5.0,3.3,4.1,3.5
17,Female,2.46,94.6,5.8,6.0,6.0,2.08,No,Offline,Average,Excellent,No,1,Low,7.5,C,0.55,2,Negative,3.3,1.7,1.9,2.0,1.0,3.9,1.7
20,Female,6.55,90.0,7.8,2.8,5.8,1.65,No,Offline,Average,Good,No,1,Middle,4.2,A,0.4,1,Positive,4.0,2.1,1.2,3.3,1.0,2.4,2.4
18,Female,3.83,74.3,5.5,9.4,1.8,1.4,No,Online,Poor,Good,No,0,Middle,7.2,C,0.74,0,Negative,1.2,1.6,3.5,2.4,2.7,4.9,1.5
18,Female,11.78,82.8,9.9,4.1,6.3,1.26,No,Offline,Average,Good,No,3,Middle,1.0,A,0.09,1,Positive,4.2,2.2,4.7,4.0,1.0,3.8,3.1
17,Male,5.89,76.2,5.2,7.2,4.5,1.81,No,Hybrid,Average,Poor,No,2,Middle,6.0,C,0.72,0,Positive,1.0,2.6,4.2,2.3,3.1,4.3,2.2
19,Male,3.92,94.7,7.5,9.2,3.0,1.98,No,Online,Average,Good,Yes,2,Middle,4.5,B,0.79,2,Positive,3.9,1.6,3.3,1.7,3.1,5.0,1.2
23,Female,2.72,88.6,6.4,6.7,3.3,1.81,Yes,Online,Average,Poor,No,0,Middle,6.0,C,0.85,0,Neutral,5.0,2.7,5.0,2.2,2.0,4.1,2.4
24,Male,4.13,88.2,6.0,7.7,5.3,1.89,Yes,Online,Average,Average,No,0,Middle,4.6,C,0.8,0,Positive,4.3,2.2,3.3,3.4,3.6,4.7,2.1
20,Female,5.78,70.2,5.1,3.3,4.9,2.13,No,Hybrid,Poor,Excellent,No,3,Low,5.3,A,0.46,1,Positive,3.1,3.8,2.6,3.5,3.3,4.4,2.9
21,Female,3.9,89.6,5.7,7.0,6.0,1.36,No,Hybrid,Good,Average,No,4,Middle,6.4,C,0.59,1,Positive,2.8,2.4,3.2,3.9,3.2,3.5,1.0
17,Female,6.22,74.4,5.6,5.5,3.3,1.75,No,Hybrid,Average,Excellent,Yes,2,High,2.3,A,0.39,1,Neutral,3.0,1.4,4.6,4.1,4.0,4.4,2.9
17,Male,6.33,88.4,7.9,7.5,3.3,1.75,No,Online,Average,Average,No,2,Middle,3.1,A,0.42,1,Neutral,1.9,1.5,2.5,3.8,3.3,3.5,2.3
19,Female,6.08,96.3,7.0,2.5,4.6,1.84,No,Offline,Average,Average,Yes,2,Middle,5.0,A,0.5,2,Positive,2.8,3.6,4.2,3.9,2.0,3.7,3.0
21,Female,5.99,77.3,5.9,4.0,2.7,1.89,No,Online,Average,Good,No,1,Middle,3.8,A,0.65,0,Positive,1.5,4.1,2.8,3.6,2.7,3.9,3.3
23,Female,5.04,70.1,6.6,5.9,5.7,1.66,No,Offline,Poor,Good,No,2,Low,4.6,B,0.09,2,Neutral,2.1,3.0,3.4,3.5,2.3,3.2,2.9
22,Female,3.77,77.7,5.5,6.7,6.1,2.2,Yes,Hybrid,Good,Good,No,2,Middle,3.7,A,0.55,2,Neutral,3.9,4.2,4.3,3.4,1.0,3.9,2.7
20,Male,2.67,97.0,6.3,2.8,3.3,2.23,Yes,Hybrid,Poor,Excellent,No,0,Low,5.7,A,0.62,1,Neutral,3.8,1.5,3.1,2.0,4.0,3.5,2.0
18,Male,1.95,68.4,7.3,3.0,2.8,2.27,No,Online,Average,Poor,Yes,4,Middle,4.3,A,0.87,0,Negative,3.4,3.2,3.9,3.3,4.2,4.5,2.8
